id,rating,comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен
3921169,5,сантехник прийти течение минута вежливый проблема разрешить,0,0,0,0,0
3921394,5,спасибо сегодня возвращаться домой запах не почувствовать,0,0,0,0,0
3921414,5,электрик прибежать оперативно отключить сигнал пожарный тревога,0,0,0,0,0
3921572,5,большой спасибо очень оперативно,0,0,0,0,0
3921610,5,всё быстро оперативно спасибо,0,0,0,0,0
3921850,4,проблема устранить но не сообщить по запрос сколько потребоваться время её решение,0,0,0,0,0
3921888,5,спасибо за прямой связь специалист который смочь устранить неисправность,0,0,0,0,0
3921907,5,проблема решить теперь всё работать надо,0,0,0,0,0
3922048,5,день звонить быть занятый за руль извинить вечером прислать домой всё пересмотреть проверить ваш информация спасибо мы всё понятно всё каждый вопрос вы ответить спасибо вы большой,0,0,0,0,0
3922180,5,большой спасибо всё нормально работать,0,0,0,0,0
3922350,5,очень оперативно вс исправить,0,0,0,0,0
3922395,5,быстро качествено оперативно,0,0,0,0,0
3922415,5,отзвониться зафиксировать дежурный электрик молодец,0,0,0,0,0
3922505,5,всё очень быстро сделать,0,0,0,0,0
3922516,5,спасибо огромный за быстрый решение мой заявка,0,0,0,0,0
3922726,5,электрик прийти всё проверить мы объяснить всё спасибо большой,0,0,0,0,0
3922770,5,только положительный эмоция специалист очень ответственный огромный благодарность,0,0,0,0,0
3922826,5,откусить конец сгореть ноль заменить левый автомат быть наблюдать далее,0,0,0,0,0
3922849,5,мастер александр спасибо большой,0,0,0,0,0
3922963,5,вежливый доброжелательный разъяснить подсказать,0,0,0,0,0
3923000,5,хороший девушка менеджер очень понятливый войти положение весь житель донести это до руководство благодарить её,0,0,0,0,0
3923075,5,спасибо большой за оперативность хороший день вы,0,0,0,0,0
3923181,5,всё хорошо быстро прийти мастер сделать всё чётко,0,0,0,0,0
3923198,5,самый главное оперативно,0,0,0,0,0
3923385,5,прекрасный мастер,0,0,0,0,0
3923395,5,сергей анатолиевич мастер свой дело выполнить работа быстро качественно спасибо,0,0,0,0,0
3923512,5,отличный специалист вопрос решить спасибо,0,0,0,0,0
3923554,5,устранить неполадка очень оперативно качественно большой спасибо,0,0,0,0,0
3923598,1,сделать после тот написать наш город заявка сосед,0,0,0,0,0
3923670,5,оперативно быстро спасибо сергей,0,0,0,0,0
3923717,5,спасибо вы классный,0,0,0,0,0
3923890,5,хороший вид,0,0,0,0,0
3924204,5,благодарить за оперативный устранение проблема отдельный благодарность мастер за подробный разъяснение о причина отсутствие горячейвода приятный общение человеческий отношение,0,0,0,0,0
3924205,5,спасибо большой вы за работа,0,0,0,0,0
3924313,5,всё быстро оперативно,0,0,0,0,0
3924411,4,вопрос решить ну мусорк снова полный можно поставить два контейнер,0,0,0,0,0
3924430,5,спасибо не делать так большой или хотя бы заранее предупреждать о ранний отключение вода чтоб человек вечер успеть её набрать,0,0,0,0,0
3924431,5,приехать быстро спасибо,0,0,0,0,0
3924473,5,всё быстро работа выполнить,0,0,0,0,0
3924568,5,спасибо отлично,0,0,0,0,0
3924647,5,спасибо за быстрый реакция,0,0,0,0,0
3924661,5,всё супер,0,0,0,0,0
3924836,5,претензия нет,0,0,0,0,0
3924911,5,спасибо большой мастер всё починить объяснить,0,0,0,0,0
3925142,5,спасибо большой весь кто помочь решить данный проблема,0,0,0,0,0
3925271,5,спасибо огромный петрина оксана вдадимирович из заявка только она смочь правильно ответить заявка а остальной мочь увольнять работать видно для галочка,0,0,0,0,0
3925338,5,всё очень хорошо,0,0,0,0,0
3925362,5,быстро чётко,0,0,0,0,0
3925459,5,замечательный шутро быстро сделать молодец,0,0,0,0,0
3925547,5,спасибо решить оперативно,0,0,0,0,0
3925616,5,отличный специалист,0,0,0,0,0
3925656,5,спасибо никита,0,0,0,0,0
3925871,5,оперативно очень вежливый сантехник приятно быть общаться получить решение проблема через минута спасибо,0,0,0,0,0
3926222,5,спасибо за информация,0,0,0,0,0
3926410,5,очень нравиться стать поливать газон,0,0,0,0,0
3926559,5,мастер супер,0,0,0,0,0
3926660,5,спасибо большой за скорость,0,0,0,0,0
3926685,5,спасибо дежурный сантехник,0,0,0,0,0
3926847,5,сотрудник позвонить всё понятно объяснить спасибо,0,0,0,0,0
3926885,5,спасибо вы татьяна хороший день,0,0,0,0,0
3926964,5,благодарить ук за оперативность решение мой вопрос,0,0,0,0,0
3927060,1,хорошо,0,0,0,0,0
3927330,5,сотрудник супер вежливый работа выполнить,0,0,0,0,0
3927378,5,спасибо очень быстро принять мера,0,0,0,0,0
3927480,5,всё доступно объяснить,0,0,0,0,0
3927514,5,отличный специалист всё показать рассказать объяснить,0,0,0,0,0
3927621,5,отзывчивый менеджер весь спасибо за быстрота,0,0,0,0,0
3927634,5,дать консультация ждать решение,0,0,0,0,0
3927815,5,оперативно чётко решить вопрос благодарить,0,0,0,0,0
3927826,5,всё высокий уровень,0,0,0,0,0
3927965,5,спасибо включить кран,0,0,0,0,0
3928090,5,хороший специалист спасибо,0,0,0,0,0
3928119,5,проблема не решить но дать исчерпывающий разъяснение рекомеедация,0,0,0,0,0
3928138,5,идеально,0,0,0,0,0
3928192,5,спасибо большой за помощь мария решить быстро вопрос настоящий специалист,0,0,0,0,0
3928288,5,всё пройти быстро спасибо сотрудник,0,0,0,0,0
3928290,5,благодаря помощь анастасия быстро всё решить отличный оперативный работа,0,0,0,0,0
3928297,5,быстро оперативно спасибо мастер,0,0,0,0,0
3928345,5,спасибо за ваш работа,0,0,0,0,0
3928349,5,всё устранить короткий срок молодец,0,0,0,0,0
3928497,5,быстро качественно без лишний вопрос нюанс,0,0,0,0,0
3928714,5,оперативно качественно спасибо,0,0,0,0,0
3928888,5,спасибо за быстрый решение вопрос,0,0,0,0,0
3929431,5,мгновенно спасибо,0,0,0,0,0
3929549,5,оказаться это не авария а нюанс система водоснабжение отопление всё подробно объяснить спасибо,0,0,0,0,0
3929557,5,спасибо отличный работа прекрасный коллектив,0,0,0,0,0
3929624,5,спасибо оперативно устранить проблема,0,0,0,0,0
3929881,5,быстро понятно спасибо,0,0,0,0,0
3929910,5,вопрос решить,0,0,0,0,0
3929918,4,спасибо за проявить участие инциатив,0,0,0,0,0
3929997,5,хоть заявка быстро отреагировать,0,0,0,0,0
3930019,5,заменить,0,0,0,0,0
3930202,5,спасибо большой за оперативный реагирование устранение неисправность,0,0,0,0,0
3930255,5,большой спасибо за оперативность решение вопрос,0,0,0,0,0
3930387,5,грамотный специалист,0,0,0,0,0
3930751,5,электрик быстро прийти всё устранить спасибо очень довольный работа,0,0,0,0,0
3930767,5,спасибо за оперативность желательно проверить другой столб освещение,0,0,0,0,0
3930838,5,супер оперативно,0,0,0,0,0
3930866,5,быстро умтранить,0,0,0,0,0
3930927,5,оперативно качественно мастер решить проблема огромный спасибо он,0,0,0,0,0
3931016,5,быстро исправить спасибо,0,0,0,0,0
3931695,5,благодарить за помощь,0,0,0,0,0
3932129,5,оперативно аккуратно удобный время,0,0,0,0,0
3932312,5,быстро обработать заявка спасибо за оперативность,0,0,0,0,0
3932459,5,молодец спасибо,0,0,0,0,0
3932495,5,всё сделать отлично,0,0,0,0,0
3932575,5,хороший мастер сделать всё быстро,0,0,0,0,0
3932622,3,проблема решить после тот сходить офис разьяснить палец,0,0,0,0,0
3932847,5,работа выполнить краткий срок благодарить,0,0,0,0,0
3932946,5,мастер прийти следующий день ответить всё вопрос выдать рекомендация по устранение проблема спасибо,0,0,0,0,0
3932950,5,всё сделать очень быстро спасибо большой,0,0,0,0,0
3932971,5,при личный общение быть решить всё вопрос полный взаимопонимание отлично выполнить работа,0,0,0,0,0
3933019,5,всё супер,0,0,0,0,0
3933123,5,спасибо всё оперативно сделать,0,0,0,0,0
3933159,5,спасибо отреагировать очень быстро,0,0,0,0,0
3933243,5,очень быстро отреагировать посмотреть далёкий быть,0,0,0,0,0
3933289,5,здравствуйте спасибо геннадий за работа всё проверить решить работа просьба если ранее вопрос не решить то не закрывать заявка просто так а передавать информация специалист указанный сфера,0,0,0,0,0
3933331,5,благодарить за оперативный решение ответственный сотрудник держать я курс выполнение заявка за он отдельный спасибо очень клиентоориентировать подход спасибо,0,0,0,0,0
3933799,5,вауа супер спасибо,0,0,0,0,0
3933980,5,наконец то спасибо,0,0,0,0,0
3934049,5,огромный спасибо очень помочь быстро профессионально,0,0,0,0,0
3934120,5,всё нормально спасибо,0,0,0,0,0
3934243,5,спасибо огромный татьяна вопрос решиться очень оперативно чётко,0,0,0,0,0
3934485,5,спасибо оператор деж аварийный смена за оперативный работа,0,0,0,0,0
3934520,1,проблема решить временно надеяться люк поменять,0,0,0,0,0
3934549,5,отреагировать оперативно проблема решить исправить по звонок телефон,0,0,0,0,0
3934613,5,ольга птушкина очень быстро грамотно решить наш вопрос большой спасибо,0,0,0,0,0
3934650,5,спасибо за обратный связь,0,0,0,0,0
3934651,5,очень оперативно внести дать по поверка,0,0,0,0,0
3934695,5,спасибо вы большой быстро среагировать,0,0,0,0,0
3934911,2,решиться сам себя,0,0,0,0,0
3934913,5,сантехник очень быстро отключить вода а сварщик очень быстро качественно устранить проблема вновь надеяться большой не увидеться,0,0,0,0,0
3934970,5,быстро среагировать,0,0,0,0,0
3935103,5,всё сделать течение час спасибо,0,0,0,0,0
3935268,5,большой спасибо я оперативно всё сделать,0,0,0,0,0
3935291,5,спасибо за фотоотчёт,0,0,0,0,0
3935478,5,спасибо большой свет сделать,0,0,0,0,0
3935483,5,быстро отреагировать пятёрка спасибо,0,0,0,0,0
3935575,5,мастер свой дело,0,0,0,0,0
3935602,5,отличный сантехник спасибо за работа,0,0,0,0,0
3935655,5,замечание устранить,0,0,0,0,0
3935801,5,оперативно исправить неполадка спасибо,0,0,0,0,0
3935871,5,огромный благодарность за оперативный корректный решение мой вопрос,0,0,0,0,0
3935906,5,супер спасибо большой,0,0,0,0,0
3936198,5,татьяна супер сотрудник оперативно решать всё вопрос касательно аренда парковочный место пригород лесной татьяна максимально ответственный отзывчивый человек хороший сотрудник управлять компания по мой личный мнение,0,0,0,0,0
3936258,5,реагировать быстро отключить сигнализация пожарный тревога спасибо огромный,0,0,0,0,0
3936309,5,спасибо проверить пеекрасный работа,0,0,0,0,0
3936353,5,спасибо оперативно,0,0,0,0,0
3936497,3,ответить быстро но увы ничего не смочь сделать,0,0,0,0,0
3936508,5,спасибо за быстрый устранение проблема,0,0,0,0,0
3936546,5,здравствуйте большой спасибо дежурный диспетчер перезвонить течение минута от подача заявка благодарить за сотрудничество уважение ю п,0,0,0,0,0
3936571,5,чётко понятно спасибо,0,0,0,0,0
3936715,5,спасибо оператор умничка,0,0,0,0,0
3936835,5,спасибо большой проблема мастер решить быстро качественно,0,0,0,0,0
3936898,5,спасибо валерий всё исправить теперь дом тишина спокойствие,0,0,0,0,0
3936999,5,лифт работать спасибо,0,0,0,0,0
3937078,5,спасибо оперативно качественно,0,0,0,0,0
3937325,5,специалист приехать быстро спустить грузовой застрять лифт этаж освободить человек большой спасибо,0,0,0,0,0
3937478,5,ольга большой спасибо хороший день,0,0,0,0,0
3937801,4,надпись убрать но внешний вид панель щит испортить остаться царапина,0,0,0,0,0
3937869,5,всё решить оперативно,0,0,0,0,0
3938059,5,работа непосредственно по замена сливной фурнитура ванна выполнить быстро качественно а вот согласование работа процесс бесконечный к сожаление не польза собственник хорошо удаться достигнуть консенсус,0,0,0,0,0
3938452,4,устранить быстро хотеться бы заметить целое недостаток крепление проектирование когда металлический дверь доводчик крепиться обычный самореза по кол ву дырка от старый место видно сам по себя методика крепление не продумать самореза металл слабо жить решение недолгий жизненный цикл,0,0,0,0,0
3938472,5,очень быстро ответить,0,0,0,0,0
3938558,5,мастер достаточно быстро решить наш вопрос надо быть повернуть направление регулятор температура батарея отопление другой сторона после выполнение работа аккуратно всё протереть приятно большой спасибо,0,0,0,0,0
3938590,5,всё оперативно качественно,0,0,0,0,0
3938597,5,всё быть сделать быстро профессионально,0,0,0,0,0
3938642,5,хороший сотрудник приятно общаться получать ответ всё вопрос,0,0,0,0,0
3938725,5,очень быстро оперативно ответить спасибо,0,0,0,0,0
3938879,5,спасибо мастер за оперативность,0,0,0,0,0
3938894,5,спасибо быстро ответить,0,0,0,0,0
3939087,5,спасибо большой вы за качественный работа,0,0,0,0,0
3939089,5,спасибо вы за понимание,0,0,0,0,0
3939235,5,очень приятный инженер,0,0,0,0,0
3939342,5,благодарить за починка лифт работать,0,0,0,0,0
3939350,5,оперативно сделать спасибо,0,0,0,0,0
3939447,5,быстро чётко спасибо,0,0,0,0,0
3939683,5,спасибо большой за уборка,0,0,0,0,0
3939792,5,молодец даже наслать время проконсультировать,0,0,0,0,0
3939998,5,молодец большой спасибо оксана,0,0,0,0,0
3940096,5,супер теперь кнопка светиться,0,0,0,0,0
3940214,5,очень оперативно спасибо огромный,0,0,0,0,0
3940375,5,прислать окно подкрутить быстро,0,0,0,0,0
3940395,5,спасибо поставить теперь ждать отопление чтоб понять работать или нет,0,0,0,0,0
3940684,5,спасибо вы за работа,0,0,0,0,0
3940717,5,быстро для подъезд вполне хорошо,0,0,0,0,0
3940757,5,спасибо всё понятно благодушно разъяснить,0,0,0,0,0
3940842,5,быстро устранить,0,0,0,0,0
3940861,5,мастер всё сделать быстро всё отлично работа довольный,0,0,0,0,0
3940903,5,спасибо за оперативный обратный связь,0,0,0,0,0
3940995,5,спасибо за грамотный специалист,0,0,0,0,0
3941055,5,отличный специалист максим луговой,0,0,0,0,0
3941141,5,большой спасибо всё сделать,0,0,0,0,0
3941162,5,отличный работа очень профессиональный вежливый сотрудник,0,0,0,0,0
3941310,5,быстро сработать позвонить сказать всё хорошо ложный тревога,0,0,0,0,0
3941386,5,быстро оперативно демонтировать замок,0,0,0,0,0
3941457,5,оперативно благодарить,0,0,0,0,0
3941503,5,большой спасибо сантехник,0,0,0,0,0
3941548,5,супер быстро помочь по телефон помочь всё решить отлично,0,0,0,0,0
3941672,5,лифт снова работать заявка исполнить очень быстро,0,0,0,0,0
3941724,5,если бы не сотрудник ук никита уборщица бы никогда нормально не помыть мы этаж,0,0,0,0,0
3941762,5,проблема устранить достаточно оперативно,0,0,0,0,0
3941800,5,спасибо сотрудник ук никита благодаря он мы нормально помыть этаж спасибо большой,0,0,0,0,0
3941819,5,вопрос нет молодец супер оперативно,0,0,0,0,0
3941927,5,всё пройти отлично заранее позвонить предупредить о приход сделать всё быстро вежливый разуться хотя я говорить не нужно у мы пыльно спасибо,0,0,0,0,0
3941951,5,благодарить от имя ребёночек они родитель,0,0,0,0,0
3942001,5,отлично спасибо большой,0,0,0,0,0
3942424,5,оперативно мастер подойти всё неполадка устранить мастер тактичный молодой человек спасибо,0,0,0,0,0
3942447,5,исправить,0,0,0,0,0
3942595,5,благодарить за оперативность хороший день,0,0,0,0,0
3942634,5,оперативно решить вопрос спасибо,0,0,0,0,0
3942777,5,замечательный мастер,0,0,0,0,0
3942812,5,скорость супер,0,0,0,0,0
3942818,5,быстро проучить,0,0,0,0,0
3942831,5,роман он коллега супер специалист,0,0,0,0,0
3942841,5,спасибо большой мария,0,0,0,0,0
3942887,5,огромный спасибо за помощь проделать вы работа,0,0,0,0,0
3943072,5,большой спасибо ольга очень помочь ответить всё вопрос,0,0,0,0,0
3943196,5,выполнить отлично,0,0,0,0,0
3943364,5,спасибо за быстрый реагирование заявка,0,0,0,0,0
3943589,5,всё работать спасибо,0,0,0,0,0
3943607,5,супербыстро спасибо,0,0,0,0,0
3943634,5,огромный спасибо сантехник геннадий за качественно оказать услуга профессионализм приятно иметь дело такой человек,0,0,0,0,0
3944008,5,спасибо вопрос решить сжатый срок быть предоставить обратный связь,0,0,0,0,0
3944164,5,электрик снять показание быть ждать ответ,0,0,0,0,0
3944488,5,спасибо огромный за понимание,0,0,0,0,0
3944509,5,течь устранить,0,0,0,0,0
3944648,5,спасибо за проверка за обратный звонок разъяснение,0,0,0,0,0
3944742,5,спасибо но можно убирать регулярно без заявка,0,0,0,0,0
3944810,5,быстро оперативно,0,0,0,0,0
3944861,5,оперативно решить проблема,0,0,0,0,0
3944876,5,всё быстро оперативно,0,0,0,0,0
3944996,5,спасибо большой всё отлично,0,0,0,0,0
3945026,5,всё быстро срок спасибо,0,0,0,0,0
3945035,5,очень добрый женщина,0,0,0,0,0
3945081,5,спасибо вы большой,0,0,0,0,0
3945243,4,небольшой неточность консультация нужно набрать код от домофон нажать колокольчик панель иначе домашний подъезд не пропускать,0,0,0,0,0
3945310,5,супер специалист,0,0,0,0,0
3945582,5,выполнить быстро но хотеться бы чтобы это не происходить,0,0,0,0,0
3945698,5,всё рассказать объяснить,0,0,0,0,0
3945720,5,спасибо большой всё отлично,0,0,0,0,0
3945746,5,всё оперативно быстро спасибо,0,0,0,0,0
3945794,5,спасибо удивление вопрос быть решить быстро оперативно,0,0,0,0,0
3945901,5,решить ситуация быстро спасибо,0,0,0,0,0
3946019,5,спасибо большой всё выполнить быстро качественно,0,0,0,0,0
3946026,5,андрей всё сделать хорошо,0,0,0,0,0
3946274,5,да спасибо теперь лифт заработать,0,0,0,0,0
3946414,5,специалист прекрасно выполнить работа благодарный за отзывчивость большой бы такой сотрудник,0,0,0,0,0
3946690,5,быстро решить проблема,0,0,0,0,0
3946716,5,очень оперативно справиться,0,0,0,0,0
3946729,5,спасибо очень быстро отреагировать,0,0,0,0,0
3946768,5,всё сделать оперативно мастер воронков сергей сделать всё быстро,0,0,0,0,0
3946799,5,очень оперативно решить проблема,0,0,0,0,0
3946853,5,всё хорошо спасибо,0,0,0,0,0
3946899,5,добрый день работа исполнить благодарить,0,0,0,0,0
3946934,5,спасибо татьяна весь информация обновить,0,0,0,0,0
3947311,5,очень подробно большой спасибо за консультация,0,0,0,0,0
3947432,5,огромный спасибо сергей,0,0,0,0,0
3947727,5,отзывчивый приятный готовый быть сразу оформить акт но ещё раз проверить сушилка обнаружить сто есть кнопка включение,0,0,0,0,0
3947806,5,спасибо наш ук есть такой специалист причина отсутствие электричество быть найти сразу быстро устранить,0,0,0,0,0
3947834,5,большой спасибо за робот,0,0,0,0,0
3947929,5,прекрасно выполнить работа получить ценный рекомендация будущее спасибо,0,0,0,0,0
3947984,5,быстро отключить пожарный вытяжка,0,0,0,0,0
3948043,5,потрясающе,0,0,0,0,0
3948159,5,сделать всё быстро качественно,0,0,0,0,0
3948185,5,быстро приехать мастер составить акт,0,0,0,0,0
3948217,5,спасибо татьяна,0,0,0,0,0
3948226,5,супер мег оперативно спасибо,0,0,0,0,0
3948403,5,отличный работа мастер быстро качественно,0,0,0,0,0
3948418,5,большой спасибо за своевременный обратный связь всё чётко объяснить культурно,0,0,0,0,0
3948436,5,отличный мастер большой спасибо за помощь,0,0,0,0,0
3948528,5,благодарить за оперативность понимание,0,0,0,0,0
3948632,5,спасибо большой за оперативность качество,0,0,0,0,0
3948735,5,спасибо решить свой проблема а то то не очень платить вовремя а ты про долг писать,0,0,0,0,0
3948738,5,разобраться спасибо,0,0,0,0,0
3948958,5,мастер быстро прийти быстро понять проблема быстро устранить её общий всё отлично спасибо,0,0,0,0,0
3949033,5,работа выполнить отлично быстро качественно спасибо большой,0,0,0,0,0
3949214,5,спасибо молодец,0,0,0,0,0
3949304,5,спасибо за быстрый качественный решение вопрос,0,0,0,0,0
3949394,5,всё отлично специалист прийти через минута после заявка всё оперативно починить,0,0,0,0,0
3949561,5,спасибо огромный но уборка лифт это временной решение проблемма потому они гадить систематически просьба выявить наказать нарушитель,0,0,0,0,0
3949596,5,мастер самый хороший спасибо вы огромный за такой сотрудник,0,0,0,0,0
3949613,5,спасибо так быстро сделать красивый светодиодный лампа поставить,0,0,0,0,0
3949687,5,оперативно отреагировать заявка устранить,0,0,0,0,0
3949875,5,добрый день спасибо за такой прекрасный сотрудник,0,0,0,0,0
3949884,5,спасибо за оперативность после укладка плитка остаться незаделать шов стык для сравнение этаж холл шов ровно закрытый просьба завершить работа до конец,0,0,0,0,0
3950162,5,заявка выполнить слово электрика заявка выполнить квартира собственник не быть там не проживать,0,0,0,0,0
3950433,5,мастер прийти быстро всё быстро сделать,0,0,0,0,0
3950683,5,огромный спасибо максимально быстро качественно просто сотрудник месяц,0,0,0,0,0
3950754,5,спасибо вы большой за оперативность качество,0,0,0,0,0
3950893,5,вот это скорость спасибо,0,0,0,0,0
3951189,5,шикарный специалист спасибо за отличный работа скорость,0,0,0,0,0
3951598,5,первый раз так быстро,0,0,0,0,0
3951714,5,добрый утро спасибо только больший просьба ранее это светильник мы менять лампочка так к не быть лампочка цоколь мы ставить переходник вернуть он пожалуйста,0,0,0,0,0
3952062,5,оперативно качественно,0,0,0,0,0
3952142,5,остановить течь дать рекомендация делать далёкий большой спасибо,0,0,0,0,0
3952250,5,оперативно вежливый такой нет москва,0,0,0,0,0
3952354,5,спасибо за оперативность но я так не понять почему редуктор мы поставить плохой когда весь менять,0,0,0,0,0
3952439,5,спасибо большой сантехник быстро устранить засор,0,0,0,0,0
3952649,5,огромный спасибо за оперативность,0,0,0,0,0
3952848,5,приехать быстро всё сделать чётко благодарить,0,0,0,0,0
3953130,5,вода стать тёплый,0,0,0,0,0
3953192,5,спасибо большой мастер всё быстро сделать,0,0,0,0,0
3953263,5,спасибо за быстрый качественный работа,0,0,0,0,0
3953366,5,всё подробно показать объяснить спасибо,0,0,0,0,0
3953752,5,спасибо за разъяснение,0,0,0,0,0
3953818,5,сантехник объяснить причина проблема для хороший напор вода нужно менять смеситель картридж теперь понятно спасибо,0,0,0,0,0
3953824,5,быстро чётко,0,0,0,0,0
3954582,5,отличный мастер решить профессионально вопрос большой спасибо,0,0,0,0,0
3954839,5,спасибо вы большой консультант помочь решение проблема объяснить всё очень доступно спасибо вы огромный,0,0,0,0,0
3955070,5,супер менеджер,0,0,0,0,0
3955195,5,спасибо большой за быстрый реакция успокоить,0,0,0,0,0
3858246,1,кнопка лифт этаж грузовой лифт до сей пора не работать,0,0,0,0,0
3861485,1,кнопка всё вываливаться,0,0,0,0,0
3862765,1,быть верить действительно травить,0,0,0,0,0
4237692,5,быстро прислать код единственный смущать код лёгкий слишком,0,0,0,0,0
4237302,5,спасибо быстро оперативно закрепить светильник,0,0,0,0,0
4237239,5,всё быстро решить спасибо,0,0,0,0,0
4237163,5,оперативный решение вопрос спасибо,0,0,0,0,0
4237053,5,благодарить за оперативный предоставление информация,0,0,0,0,0
4236894,5,всё прекрасно оперативно но акт хотеться бы получить,0,0,0,0,0
4236872,5,всё отлично большой спасибо,0,0,0,0,0
4236740,5,спасибо за оперативность супер,0,0,0,0,0
4236551,5,спасибо за быстрый ответ всё понятно объяснить,0,0,0,0,0
4236530,5,молниеносно,0,0,0,0,0
4236469,5,большой спасибо за оперативный ответ,0,0,0,0,0
4236406,5,всё отлично сантехник оперативно прийти при я всё устранить видно спец свой дело,0,0,0,0,0
4236382,5,оперативно профессионально всё устранить спасибо,0,0,0,0,0
4236102,5,мастер молодец,0,0,0,0,0
4235894,5,специалист выйти связь по заявка достаточно быстро консультация уже не требоваться муж справиться задача самостоятельно,0,0,0,0,0
4235790,5,добросовестный мастер виктор,0,0,0,0,0
4235478,5,к сожаление протечка всё равно есть небольшой нужно менять гайка,0,0,0,0,0
4235471,5,батарея опять остыть то идти не так почему заявка закрытый,0,0,0,0,0
4235354,5,всё отлично сделать тот де день спасибо,0,0,0,0,0
4235110,5,не понимать можно отрапортовать работа выполнить когда скрипеть дверь хлопать так всё остаться без изменение,0,0,0,0,0
4234433,5,благадарить вы за оказать услуга,0,0,0,0,0
4234406,5,спасибо антон за грамотность свой работа,0,0,0,0,0
4234317,5,вопрос не решить,0,0,0,0,0
4234085,5,спасибо дмитрий прийти оперативно всё сделать,0,0,0,0,0
4233842,5,спасибо за оперативный решение заявка,0,0,0,0,0
4233795,5,здравствуйте я нужный подтверждение оплата а не квитанция прислать пожалуйста,0,0,0,0,0
4233537,5,вопрос за декабрь сумма более так р из за такой больший разница,0,0,0,0,0
4233528,5,быстро слово сантехника всё сделать,0,0,0,0,0
4233496,5,мастер прийти быстро пломба тоже поставить быстро спасибо,0,0,0,0,0
4233386,5,по сам консультация вопрос нет а вот то при обновление приложение слетать настройка нехорошо,0,0,0,0,0
4233334,5,а я получить схема от застройщик я бояться повредить проводка розетка выключатель при монтаж,0,0,0,0,0
4233035,5,оперативно прислать выполнить осмотр составить акт всё интересовать вопрос ответить благодарить,0,0,0,0,0
4233009,5,всё хорошо быстро,0,0,0,0,0
4232957,5,мастер молодец быстро всё качественно сделать,0,0,0,0,0
4232822,5,оперативно восстановить элетроэнергия,0,0,0,0,0
4232820,5,довольно быстро ликвидировать отсутствие электричество,0,0,0,0,0
4232446,5,вежливый специалист,0,0,0,0,0
4232359,5,кирилл спасибо позвонить разъяснить нет такой ограничение у мы,0,0,0,0,0
4232163,5,ответ вопрос предоставить,0,0,0,0,0
4232155,5,сантехник валерий объяснить всё по телефон пока проблема нет,0,0,0,0,0
4232114,5,быстро оперативно спасибо,0,0,0,0,0
4232099,5,спасибо дать сотрудник,0,0,0,0,0
4231772,5,звонок не поступать при звонок,0,0,0,0,0
4231359,5,спасибо за быстрота,0,0,0,0,0
4231245,5,специалист оперативно устранить поломка очень довольный благодарить за оперативность специалист выписать премия,0,0,0,0,0
4231128,5,быстро отреагировать достаточно быстро устранить течь вечером сантехник ещё раз прийти удостовериться всё порядок спасибо,0,0,0,0,0
4231026,5,да спасибо дверь починить,0,0,0,0,0
4230799,5,спасибо счётчик заработать,0,0,0,0,0
4230769,5,отличный работа быстро качественно аккуратно спасибо большой,0,0,0,0,0
4230424,5,счёт р всё ещё личный кабинет,0,0,0,0,0
4230360,5,спасибо за оперативность всё настроить,0,0,0,0,0
4230075,5,вчера я сказать несколько диспетчер заявка не быть о протечка мой жк,0,0,0,0,0
4229868,5,всё оперативно исправить молодец,0,0,0,0,0
4229707,5,прилья быстро спасибо,0,0,0,0,0
4229497,5,спасибо большой оперативно помочь решить вопрос,0,0,0,0,0
4229412,5,оперативно решить вопрос,0,0,0,0,0
4229330,5,около спасибо,0,0,0,0,0
4229242,5,хороший мужчина консультировать,0,0,0,0,0
4229169,5,очень удобно,0,0,0,0,0
4229078,5,спасибо большой уважение евгений,0,0,0,0,0
4228897,5,сантехник приехать оперативно устранить протечка смеситель спасибо,0,0,0,0,0
4228815,5,спасибо вы,0,0,0,0,0
4228768,5,специалист отличный вежливый быстро сделать я очень довольный,0,0,0,0,0
4228524,5,всё работать надо спасибо,0,0,0,0,0
4228491,5,быстро решить проблема электрик прислать почти сразу после заявка спасибо большой,0,0,0,0,0
4228481,5,здравствуйте спасибо огромный специалист за быстрый ответ решение наш проблема,0,0,0,0,0
4228457,5,спасибо мастер всё быстро сделать,0,0,0,0,0
4228411,5,оперативно быстро супер всегда бы так,0,0,0,0,0
4228313,5,устный разрешение установка кодовый замок получить после установка сообщить код управлять компания спасибо,0,0,0,0,0
4228280,5,детализация предоставить быть закащана просьба выдать всё месяц год,0,0,0,0,0
4227944,5,слишком часто ломаться лифт,0,0,0,0,0
4227915,5,всё замечательный,0,0,0,0,0
4227850,5,спасибо большой за помощь решение вопрос,0,0,0,0,0
4227759,5,этот раз быстро отключить спасибо,0,0,0,0,0
4227554,5,оценка за оперативность отлично за уборка хорошо спасибо,0,0,0,0,0
4227480,5,приходить ук я сказать за деньга купить себя новый ключ какой основание выдать не рабочий теперь платить за домофон я ещё ключ должный покупать сосед дать бесплатно,0,0,0,0,0
4227035,5,огромный спасибо вопрос быть решить быстро специалист профессионал свой дело,0,0,0,0,0
4226978,5,починить,0,0,0,0,0
4226802,5,спасибо быстро отреагировать проблема решить,0,0,0,0,0
4226768,5,спасибо большой оперативно,0,0,0,0,0
