id,rating,comment,categories,Вопрос решен,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки,Другое
3916394,5,все хорошо очень доступно все объяснили,Понравилось выполнение заявки,0,0,0,0,1,0
3916525,5,мастер на все руки спасибо большое,Нравится качество работы сотрудников,0,0,1,0,0,0
3916845,5,да спасибо пока не сломали,Другое,0,0,0,0,0,1
3917220,5,все очень быстро и качественно сделал сантехник сергей,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
3917341,5,спасибо огромное,Понравилось выполнение заявки,0,0,0,0,1,0
3917445,5,большое спасибо очень внимательно и клиентоориентированность на высшем уровне,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",0,1,1,0,1,0
3917598,5,спасибо большое за оперативное решение,Нравится скорость отработки заявок,0,0,0,1,0,0
3917634,5,отличное обслуживание,Нравится качество работы сотрудников,0,0,1,0,0,0
3917644,5,всё решили,Вопрос решен,1,0,0,0,0,0
3918118,5,быстро выявили ошибку в показаниях и не стала делать в убыток мне позвонила мне уточнила и решила всё огромное спасибо вам меняется в лучшую сторону,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3918621,5,ключи работают,Вопрос решен,1,0,0,0,0,0
3918647,5,спасибо большое выполнили работу быстро и аккуратно,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3918748,5,все быстро качественно как договорились спасибо,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3918861,5,всё отлично спасибо большое,Понравилось выполнение заявки,0,0,0,0,1,0
3919084,5,самый вежливый работник,Нравится качество работы сотрудников,0,0,1,0,0,0
3919087,5,четко и я оперативно,Нравится скорость отработки заявок,0,0,0,1,0,0
3919099,5,спасибо за выписки счет на эту сумму когда подкрепят в приложение,Другое,0,0,0,0,0,1
3919231,5,достаточно быстро спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
3919253,5,оперативно устранили дали консультацию,Нравится скорость отработки заявок,0,0,0,1,0,0
3919349,5,спасибо огромное специалисту за оперативность и профессионализм,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3919367,5,напор стал хорошим спасибо,Понравилось выполнение заявки,0,0,0,0,1,0
3919407,5,благодарю за качественную и оперативную работу сотрудников ук с наилучшими пожеланиями к вам,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
3919607,5,все отлично спасибо за быстрое устранение проблемы,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3919776,5,оперативно среагировали пришло большое количество строителей и помогли убрать всю воду,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3919877,5,виталик молодец,Нравится качество работы сотрудников,0,0,1,0,0,0
3920112,5,спасибо большое что все быстро починили спасибо за хорошую работу,Нравится скорость отработки заявок,0,0,0,1,0,0
3920141,5,была протечка смесителя в ванной мастер пришел в течении полу часа поменял прокладки вопрос решен,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}",1,0,1,0,0,0
3920353,5,самый лучший клиентский менеджер всегда идеально решает все вопросы,Понравилось выполнение заявки,0,0,0,0,1,0
3920384,5,быстро устранили проблему,Нравится скорость отработки заявок,0,0,0,1,0,0
3920419,5,заявка выполнена мгновенно,Нравится скорость отработки заявок,0,0,0,1,0,0
3920519,5,спасибо татьяне быстро и понятно все объяснила,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3920546,5,быстрая реакция на обращение на данный момент протечек нет,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3920898,5,вопрос был решен оперативно спасибо как сантехнику так и менеджеру к сожалению не спросила имена,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3920982,5,выполнено быстро и качественно починили перила,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3921006,5,спасибо за оперативно отработанную заявку,Нравится скорость отработки заявок,0,0,0,1,0,0
3921008,5,очень грамотный специалист устранил моментально,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3921012,5,спасибо за оперативную уборку,Нравится скорость отработки заявок,0,0,0,1,0,0
3921069,5,проблема решена с дверью взаимодействие с овд игнорировано,Другое,0,0,0,0,0,1
3921087,5,спасибо большое очень быстро и оперативно мастер классный отлично знает свою работу,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3921135,4,было бы звезд но пришлось действовать через руководство поэтому четыре,Вопрос решен,1,0,0,0,0,0
3921169,5,сантехник пришел в течение минут вежливый проблему разрешил,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3921394,5,спасибо сегодня возвращался домой и запаха не почувствовал,Нравится качество выполнения заявки,0,1,0,0,0,0
3921414,5,электрик прибежал оперативно и отключил сигнал пожарной тревоги,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3921572,5,большое спасибо очень оперативно,Нравится скорость отработки заявок,0,0,0,1,0,0
3921610,5,все быстро и оперативно спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
3921850,4,проблему устранили но не сообщили по запросу сколько потребуется времени на её решение,Вопрос решен,1,0,0,0,0,0
3921888,5,спасибо за прямую связь со специалистом который смог устранить неисправность,Нравится качество работы сотрудников,0,0,1,0,0,0
3921907,5,проблема решена теперь всё работает как надо,"{""choices"":[""Нравится качество выполнения заявки"",""Вопрос решен""]}",1,1,0,0,0,0
3922048,5,днём звонили был занят за рулём извините вечером пришли домой всё пересмотрели проверили вашу информацию спасибо нам всё понятно всё на каждый вопрос вы ответили спасибо вам большое,Понравилось выполнение заявки,0,0,0,0,1,0
3922180,5,большое спасибо все нормально работает,Понравилось выполнение заявки,0,0,0,0,1,0
3922350,5,очень оперативно вс исправили,Нравится скорость отработки заявок,0,0,0,1,0,0
3922395,5,быстро качествено и оперативно,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3922415,5,отзвонились зафиксировали дежурный электрик молодец,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,0,0,0
3922505,5,всё очень быстро сделали,Нравится скорость отработки заявок,0,0,0,1,0,0
3922516,5,спасибо огромное за быстрое решение моей заявки,Нравится скорость отработки заявок,0,0,0,1,0,0
3922726,5,электрик пришел все проверил и нам объяснил все спасибо большое,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",0,0,1,0,1,0
3922770,5,только положительные эмоции специалист очень ответственный огромная благодарность,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,0,0,0
3922826,5,откусили конец сгоревшего ноля заменили левый автомат будем наблюдать далее,Вопрос решен,1,0,0,0,0,0
3922849,5,мастеру александру спасибо большое,Нравится качество работы сотрудников,0,0,1,0,0,0
3922963,5,вежливые доброжелательные разъяснили подсказали,Нравится качество работы сотрудников,0,0,1,0,0,0
3923000,5,хорошая девушка менеджер очень понятливая и на вошла в положение всех жителей и донесла это до руководства благодарю её,Нравится качество работы сотрудников,0,0,1,0,0,0
3923075,5,спасибо большое за оперативность хорошего дня вам,Нравится скорость отработки заявок,0,0,0,1,0,0
3923181,5,все хорошо быстро пришел мастер сделал все четко,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3923198,5,самое главное оперативно,Нравится скорость отработки заявок,0,0,0,1,0,0
3923385,5,прекрасный мастер,Нравится качество работы сотрудников,0,0,1,0,0,0
3923395,5,сергей анатольевич мастер своего дела выполнил работу быстро и качественно спасибо,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
3923512,5,отличный специалист вопрос решен спасибо,Нравится качество работы сотрудников,0,0,1,0,0,0
3923554,5,устранили неполадку очень оперативно и качественно большое спасибо,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3923598,1,сделали после того как написали в наш город заявки соседи,Вопрос решен,1,0,0,0,0,0
3923670,5,оперативно и быстро спасибо сергею,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
3923717,5,спасибо вы классные,Нравится качество выполнения заявки,0,1,0,0,0,0
3923890,5,в лучшем виде,Понравилось выполнение заявки,0,0,0,0,1,0
3924204,5,благодарю за оперативное устранение проблемы отдельная благодарность мастеру за подробное разъяснение о причинах отсутствия горячейводы приятное общение и человеческое отношение,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3924205,5,спасибо большое вам за работу,Понравилось выполнение заявки,0,0,0,0,1,0
3924313,5,все быстро и оперативно,Нравится скорость отработки заявок,0,0,0,1,0,0
3924411,4,вопрос решен ну мусорка снова полная можно поставить два контейнера,Вопрос решен,1,0,0,0,0,0
3924430,5,спасибо не делайте так больше или хотя бы заранее предупреждайте о раннем отключении воды чтоб люди с вечера успели её набрать,Другое,0,0,0,0,0,1
3924431,5,приехали быстро спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
3924473,5,всё быстро работа выполнена,Нравится скорость отработки заявок,0,0,0,1,0,0
3924568,5,спасибо отлично,Понравилось выполнение заявки,0,0,0,0,1,0
3924647,5,спасибо за быструю реакцию,Нравится скорость отработки заявок,0,0,0,1,0,0
3924661,5,все супер,Понравилось выполнение заявки,0,0,0,0,1,0
3924836,5,претензий нет,Вопрос решен,1,0,0,0,0,0
3924911,5,спасибо большое мастеру все починил объяснил,Нравится качество работы сотрудников,0,0,1,0,0,0
3925142,5,спасибо большое всем кто помог решить данную проблему,Понравилось выполнение заявки,0,0,0,0,1,0
3925271,5,спасибо огромное петрине оксане вдадимировне из заявок только она смогла правильно ответить на заявку а остальных можете увольнять работают видно для галочки,Нравится качество работы сотрудников,0,0,1,0,0,0
3925338,5,все очень хорошо,Понравилось выполнение заявки,0,0,0,0,1,0
3925362,5,быстро и четко,Нравится скорость отработки заявок,0,0,0,1,0,0
3925459,5,замечательный шутро и быстро сделали молодец,Нравится скорость отработки заявок,0,0,0,1,0,0
3925547,5,спасибо решили оперативно,Нравится скорость отработки заявок,0,0,0,1,0,0
3925616,5,отличный специалист,Нравится качество работы сотрудников,0,0,1,0,0,0
3925656,5,спасибо никита,Нравится качество работы сотрудников,0,0,1,0,0,0
3925871,5,оперативно очень вежливый сантехник приятно было общаться и получить решение проблемы через минут спасибо,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3926222,5,спасибо за информацию,Вопрос решен,1,0,0,0,0,0
3926410,5,очень нравится что стали поливать газон,Вопрос решен,1,0,0,0,0,0
3926559,5,мастер супер,Нравится качество работы сотрудников,0,0,1,0,0,0
3926660,5,спасибо большое за скорость,Нравится скорость отработки заявок,0,0,0,1,0,0
3926685,5,спасибо дежурному сантехнику,Нравится качество работы сотрудников,0,0,1,0,0,0
3926847,5,сотрудник позвонил и всё понятно объяснил спасибо,Нравится качество работы сотрудников,0,0,1,0,0,0
3926885,5,спасибо вам татьяна хорошего дня,Нравится качество работы сотрудников,0,0,1,0,0,0
3926964,5,благодарю ук за оперативность и решение моего вопроса,Нравится скорость отработки заявок,0,0,0,1,0,0
3927060,1,хорошо,Другое,0,0,0,0,0,1
3927330,5,сотрудник супер вежливый и работа выполнена на,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",0,0,1,0,1,0
3927378,5,спасибо очень быстро приняли меры,Нравится скорость отработки заявок,0,0,0,1,0,0
3927480,5,все доступно объяснили,Нравится качество выполнения заявки,0,1,0,0,0,0
3927514,5,отличный специалист все показал рассказал объяснил,Нравится качество работы сотрудников,0,0,1,0,0,0
3927621,5,отзывчивые менеджеры всем спасибо за быстроту,Нравится качество работы сотрудников,0,0,1,0,0,0
3927634,5,дана консультация жду решения,Другое,0,0,0,0,0,1
3927815,5,оперативно и четко решен вопрос благодарю,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3927826,5,все на высшем уровне,Понравилось выполнение заявки,0,0,0,0,1,0
3927965,5,спасибо что включили кран,Понравилось выполнение заявки,0,0,0,0,1,0
3928090,5,лучший специалист спасибо,Нравится качество работы сотрудников,0,0,1,0,0,0
3928119,5,проблема не решена но даны исчерпывающие разъяснения и рекомеедации,Другое,0,0,0,0,0,1
3928138,5,идеально,Понравилось выполнение заявки,0,0,0,0,1,0
3928192,5,спасибо большое за помощь мария решила быстро вопрос настоящий специалист,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3928288,5,все прошло быстро спасибо сотруднику,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3928290,5,благодаря помощи анастасии быстро всё решили отличная оперативная работа,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3928297,5,быстро и оперативно спасибо мастеру,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3928345,5,спасибо за вашу работу,Понравилось выполнение заявки,0,0,0,0,1,0
3928349,5,все устранили в короткие сроки молодцы,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3928497,5,быстро качественно без лишних вопросов и нюансов,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки""]}",0,1,0,1,1,0
3928714,5,оперативно качественно спасибо,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3928888,5,спасибо за быстрое решение вопроса,Нравится скорость отработки заявок,0,0,0,1,0,0
3929431,5,мгновенно спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
3929549,5,оказалось что это не авария а нюансы системы водоснабжения и отопления всё подробно объяснили спасибо,Вопрос решен,1,0,0,0,0,0
3929557,5,спасибо отличная работа прекрасный коллектив,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}",1,0,1,0,0,0
3929624,5,спасибо оперативно устранили проблему,Нравится скорость отработки заявок,0,0,0,1,0,0
3929881,5,быстро понятно спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
3929910,5,вопрос решен,Вопрос решен,1,0,0,0,0,0
3929918,4,спасибо за проявленное участие и инциативу,Другое,0,0,0,0,0,1
3929997,5,хоть на заявки быстро отреагировали,Нравится скорость отработки заявок,0,0,0,1,0,0
3930019,5,заменили,Вопрос решен,1,0,0,0,0,0
3930202,5,спасибо большое за оперативное реагирование и устранение неисправностей,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3930255,5,большое спасибо за оперативность решения вопроса,Нравится скорость отработки заявок,0,0,0,1,0,0
3930387,5,грамотный специалист,Нравится качество работы сотрудников,0,0,1,0,0,0
3930751,5,электрик быстро пришёл и всё устранил спасибо очень доволен работой,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
3930767,5,спасибо за оперативность желательно проверить и другие столбы освещения,Нравится скорость отработки заявок,0,0,0,1,0,0
3930838,5,супер оперативно,Нравится скорость отработки заявок,0,0,0,1,0,0
3930866,5,быстро умтранили,Нравится скорость отработки заявок,0,0,0,1,0,0
3930927,5,оперативно и качественно мастер решил проблему огромное спасибо ему,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
3931016,5,быстро исправили спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
3931695,5,благодарю за помощь,Вопрос решен,1,0,0,0,0,0
3932129,5,оперативно аккуратно в удобное время,Нравится скорость отработки заявок,0,0,0,1,0,0
3932312,5,быстро обработали заявку спасибо за оперативность,Нравится скорость отработки заявок,0,0,0,1,0,0
3932459,5,молодцы спасибо,Вопрос решен,1,0,0,0,0,0
3932495,5,всё сделали отлично,Понравилось выполнение заявки,0,0,0,0,1,0
3932575,5,хороший мастер сделал всё быстро,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3932622,3,проблема решена после того как сходил в офис и разьяснил на пальцах,Вопрос решен,1,0,0,0,0,0
3932847,5,работа выполнена в кратчайший срок благодарю,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
3932946,5,мастер пришел на следующий день и ответил на все вопросы выдал рекомендации по устранению проблемы спасибо,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,0,0,0
3932950,5,все сделали очень быстро спасибо большое,Нравится скорость отработки заявок,0,0,0,1,0,0
3932971,5,при личном общении были решены все вопросы полное взаимопонимание отлично выполненная работа,"{""choices"":[""Нравится качество выполнения заявки"",""Понравилось выполнение заявки""]}",0,1,0,0,1,0
3933019,5,всё супер,Понравилось выполнение заявки,0,0,0,0,1,0
3933123,5,спасибо всё оперативно сделано,Нравится скорость отработки заявок,0,0,0,1,0,0
3933159,5,спасибо отреагировали очень быстро,Нравится скорость отработки заявок,0,0,0,1,0,0
3933243,5,очень быстро отреагировали посмотрим как дальше будет,Нравится скорость отработки заявок,0,0,0,1,0,0
3933289,5,здравствуйте спасибо геннадию за работу все проверил и решил работу просьба если ранее вопрос не решен то не закрывать заявки просто так а передавать информацию специалистам в указанной сфере,Нравится качество работы сотрудников,0,0,1,0,0,0
3933331,5,благодарю за оперативное решение ответственный сотрудник держал меня в курсе выполнения заявки за что ему отдельное спасибо очень клиентоориентированный подход спасибо,Нравится качество работы сотрудников,0,0,1,0,0,0
3933799,5,вауу супер спасибо,Понравилось выполнение заявки,0,0,0,0,1,0
3933980,5,наконец то спасибо,Вопрос решен,1,0,0,0,0,0
3934049,5,огромное спасибо очень помогли быстро и профессионально,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3934120,5,все нормально спасибо,Вопрос решен,1,0,0,0,0,0
3934243,5,спасибо огромное татьяне вопрос решился очень оперативно и четко,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3934485,5,спасибо оператору деж аварийной смене за оперативную работу,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3934520,1,проблему решили временно надеюсь люк поменяют,Другое,0,0,0,0,0,1
3934549,5,отреагировали оперативно проблему решили и исправили по звонку телефона,Нравится скорость отработки заявок,0,0,0,1,0,0
3934613,5,ольга птушкина очень быстро и грамотно решила наш вопрос большое спасибо,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3934650,5,спасибо за обратную связь,Вопрос решен,1,0,0,0,0,0
3934651,5,очень оперативно внесли данные по поверке,Нравится скорость отработки заявок,0,0,0,1,0,0
3934695,5,спасибо вам большое быстро среагировали,Нравится скорость отработки заявок,0,0,0,1,0,0
3934911,2,решилось само собой,Вопрос решен,1,0,0,0,0,0
3934913,5,сантехник очень быстро отключил воду а сварщик очень быстро и качественно устранил проблему вновь надеюсь больше не увидимся,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3934970,5,быстро среагировали,Нравится скорость отработки заявок,0,0,0,1,0,0
3935103,5,все сделали в течении часа спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
3935268,5,большое спасибо я оперативно все сделали,Нравится скорость отработки заявок,0,0,0,1,0,0
3935291,5,спасибо за фотоотчет,Вопрос решен,1,0,0,0,0,0
3935478,5,спасибо большое свет сделали,Понравилось выполнение заявки,0,0,0,0,1,0
3935483,5,быстро отреагировали пятерка спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
3935575,5,мастер своего дела,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}",1,0,0,0,1,0
3935602,5,отличный сантехник спасибо за работу,Нравится качество работы сотрудников,0,0,1,0,0,0
3935655,5,замечания устранены,Вопрос решен,1,0,0,0,0,0
3935801,5,оперативно исправили неполадку спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
3935871,5,огромная благодарность за оперативное и корректное решение моего вопроса,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3935906,5,супер спасибо большое,Понравилось выполнение заявки,0,0,0,0,1,0
3936198,5,татьяна супер сотрудник оперативно решает все вопросы касательно аренды парковочного места в пригороде лесном татьяна максимально ответственный и отзывчивый человек лучший сотрудник в управляющей компании по моему личному мнению,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3936258,5,реагировали быстро отключили сигнализацию пожарный тревоги спасибо огромное,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
3936309,5,спасибо что проверили пеекрасная работа,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}",1,0,0,0,1,0
3936353,5,спасибо оперативно,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
3936497,3,ответили быстро но увы ничего не смогут сделать,"{""choices"":[""Нравится скорость отработки заявок"",""Другое""]}",0,0,0,1,0,1
3936508,5,спасибо за быстрое устранение проблемы,Нравится скорость отработки заявок,0,0,0,1,0,0
3936546,5,здравствуйте большое спасибо дежурному диспетчеру перезвонил в течение минут от подачи заявки благодарю за сотрудничество с уважением ю п,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3936571,5,четко и понятно спасибо,Нравится качество выполнения заявки,0,1,0,0,0,0
3936715,5,спасибо оператор умничка,Нравится качество работы сотрудников,0,0,1,0,0,0
3936835,5,спасибо большое проблему мастер решил быстро и качественно,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
3936898,5,спасибо валерию все исправил теперь дома тишина и спокойствие,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",0,0,1,0,1,0
3936999,5,лифт работает спасибо,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}",1,0,0,0,1,0
3937078,5,спасибо оперативно и качественно,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3937325,5,специалисты приехали быстро спустили грузовой застрявший лифт на этаж освободили человека большое спасибо,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
3937478,5,ольга большое спасибо хорошего дня,Нравится качество работы сотрудников,0,0,1,0,0,0
3937801,4,надписи убраны но внешний вид панелей щита испорчен остались царапины,Другое,0,0,0,0,0,1
3937869,5,все решили оперативно,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
3938059,5,работы непосредственно по замене сливной фурнитуры ванны выполнены быстро и качественно а вот согласование работ процесс бесконечный к сожалению и не в пользу собственника хорошо что удалось достичь консенсуса,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3938452,4,устранили быстро хотелось бы заметить в целом недостатки крепления как в проектировании когда в металлическую дверь доводчики крепятся обычными саморезами по кол ву дырок от старых мест видно что сама по себе методика крепления не продумана саморез в металл слабо живущее решение с недолгим жизненным циклом,"{""choices"":[""Нравится скорость отработки заявок"",""Другое""]}",0,0,0,1,0,1
3938472,5,очень быстро ответили,Нравится скорость отработки заявок,0,0,0,1,0,0
3938558,5,мастер достаточно быстро решил наш вопрос надо было повернуть направление регулятора температуры на батарее отопления в другую сторону после выполнения работы аккуратно все протер что приятно большое спасибо,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
3938590,5,все оперативно и качественно,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3938597,5,все было сделано быстро и профессионально,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
3938642,5,хороший сотрудник приятно общаться и получать ответы на все вопросы,Нравится качество работы сотрудников,0,0,1,0,0,0
3938725,5,очень быстро оперативно ответили спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
3938879,5,спасибо мастерам за оперативность,Нравится скорость отработки заявок,0,0,0,1,0,0
3938894,5,спасибо что быстро ответили,Нравится скорость отработки заявок,0,0,0,1,0,0
3939087,5,спасибо большое вам за качественную работу,Нравится качество выполнения заявки,0,1,0,0,0,0
3939089,5,спасибо вам за понимание,Вопрос решен,1,0,0,0,0,0
3939235,5,очень приятный инженер,Нравится качество работы сотрудников,0,0,1,0,0,0
3939342,5,благодарю за починку лифта работает,Вопрос решен,1,0,0,0,0,0
3939350,5,оперативно сделали спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
3939447,5,быстро и четко спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
3939683,5,спасибо большое за уборку,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}",1,0,0,0,1,0
3939792,5,молодцы даже нашли время проконсультировать,Понравилось выполнение заявки,0,0,0,0,1,0
3939998,5,молодцы большое спасибо оксана,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",0,0,1,0,1,0
